mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_estimator__leaf_size	param_estimator__n_neighbors	param_estimator__weights	param_preprocessing_1__k	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	split10_test_score	split11_test_score	split12_test_score	split13_test_score	split14_test_score	split15_test_score	split16_test_score	split17_test_score	split18_test_score	split19_test_score	split20_test_score	split21_test_score	split22_test_score	split23_test_score	split24_test_score	split25_test_score	split26_test_score	split27_test_score	split28_test_score	split29_test_score	split30_test_score	split31_test_score	split32_test_score	split33_test_score	split34_test_score	split35_test_score	split36_test_score	split37_test_score	split38_test_score	split39_test_score	split40_test_score	split41_test_score	split42_test_score	split43_test_score	split44_test_score	split45_test_score	split46_test_score	split47_test_score	split48_test_score	split49_test_score	mean_test_score	std_test_score	rank_test_score
0.0023357677459716797	0.0003460020806194974	0.0015403938293457032	0.00037857872186036545	10	1	distance	1	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 1}	0.9583009599632989	0.9818970014636147	0.9680434872396364	0.9645051481019692	0.9790229805419056	0.961418659603381	0.9811992338071545	0.9637690154385666	0.959116057761457	0.9592610050484236	0.9567961566827	0.9774922542034488	0.9652868850453303	0.9777696135871339	0.979324999990749	0.9635716519544305	0.9789333590982853	0.976539071537165	0.9766796179088391	0.9792865795388584	0.9836099307415933	0.9671053777393099	0.9570779327013929	0.9732291271654833	0.9743378378746744	0.9713678551880797	0.9810004877196905	0.9735622468791558	0.985312943563078	0.9480857953536577	0.9730132935859831	0.9785909417058736	0.9755032368683312	0.9756074471825531	0.9596296689591872	0.9794018884004506	0.9621433112637332	0.9695670035378006	0.9865753950960311	0.9649362169224643	0.9782814213355526	0.9742958011768507	0.9669254682678451	0.9813520442637124	0.9709722480770512	0.9811627473298538	0.9718277509226511	0.9708894419415992	0.9767044847451685	0.9780054614493158	0.9719657709294894	0.008688054941035299	719
0.0023081064224243163	0.0006209619911688118	0.001457066535949707	0.0003060276015427256	10	1	distance	2	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 2}	0.9899158773424158	0.9918738429751807	0.9859987245733921	0.9842327068044132	0.9856064247803908	0.989223219147465	0.9934019990532174	0.9882903196681823	0.9809858927764057	0.9797784873751454	0.9764337319431159	0.9902810297058814	0.9704562494586084	0.9874878763954339	0.9920479872970049	0.9850917899255068	0.9898831837535582	0.9879217978107009	0.9894832576454144	0.9915494109191223	0.9930115681015007	0.9894201558639373	0.9751853626815888	0.9883069757571441	0.9856003639362972	0.9883366500600458	0.9921148399543313	0.9894122364152141	0.9900843131240363	0.9795690176720167	0.9839115708927004	0.9909130691492956	0.9917271445262537	0.9734891335965711	0.9898220685053859	0.9931436245172153	0.9834757263465593	0.9845168244572579	0.983370665363189	0.9926741543283312	0.9883511863105678	0.9915459863666182	0.9793407605045535	0.9882923779921107	0.9920963390251011	0.9874814046520022	0.9870166271379166	0.9875915548853741	0.9959018423829443	0.9857076096353579	0.9870270992698396	0.005391984613556303	647
0.0023689365386962893	0.0008991415727558652	0.001452932357788086	0.0002539524265055343	10	1	distance	3	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 3}	0.9915200971923425	0.9916034232613616	0.9845898135241872	0.9918359844956454	0.989520504962492	0.9901229797529534	0.9962083352106478	0.9892479397310964	0.984319585824196	0.9825872581622055	0.97825743130506	0.9921648663634558	0.9702484202550177	0.9922391548952717	0.9956336986563211	0.981702488436617	0.9856761171417743	0.992133380634639	0.9915973002849855	0.9925642883436758	0.9939707950285768	0.9848902486513567	0.979936297221345	0.9908479525643297	0.9864798395813213	0.9905101229271379	0.9891327273003314	0.9921699639401999	0.9925468614296483	0.9788599238279612	0.987630661230081	0.9909825608187276	0.9940270963296248	0.9765866438551231	0.9903930599825517	0.9936653836385979	0.9925282491881859	0.9835334935155512	0.9876838413522696	0.9892692975364604	0.9915629911963191	0.9932745568959537	0.9826142802678272	0.9923893562513348	0.992637862850152	0.994752409427813	0.9896759806636235	0.9859159123991518	0.9962413880929316	0.984421379151527	0.9886580841109992	0.005472738470901312	595
0.002392325401306152	0.0004981161874433266	0.0016323089599609374	0.0006070486981596605	10	1	distance	4	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 4}	0.9917041097494459	0.990380269803729	0.9912356234409548	0.9857147307072393	0.9932102593333625	0.9888149400576689	0.9955837417236061	0.9922353559026564	0.9817115411745653	0.9848275652477562	0.9784894963561334	0.9928150149908335	0.9717395171926144	0.9940623339503107	0.993138995804599	0.9802570958079064	0.987536632093687	0.990503307569635	0.9889658249174105	0.9922929060975951	0.9941255833558981	0.9787453174838973	0.9833014868339067	0.9893008141758176	0.98945441812379	0.9926493252880682	0.9891051740348203	0.9895577298785212	0.9900450172442253	0.9799115578514882	0.9865118256352226	0.9958101774674666	0.9937705528967757	0.9822760796782211	0.9884762560342535	0.9932128903575593	0.9935431766981186	0.9881566319012461	0.9919309884898001	0.9868512245472588	0.9908738693200586	0.9943178713725643	0.9837219490858862	0.9932216720095955	0.9906077375398318	0.9898269141867516	0.9894484096359152	0.9852003024971989	0.9954559422098178	0.9894486026109168	0.988881575207332	0.005090610681605887	577
0.0025432443618774413	0.0007049120400729448	0.0015686893463134767	0.00031299243880908694	10	1	distance	5	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 5}	0.9906837795947097	0.9902396879447513	0.9908958201645262	0.9872305993193518	0.9932965268798599	0.9912965401101397	0.9955821661302477	0.9929055894802764	0.9809656923319784	0.9854690313272432	0.9788938514193753	0.9935553919846486	0.9741389094886125	0.9923745460591957	0.9960431336402392	0.9800343870622552	0.9868133319063592	0.9913191105604896	0.9929476879624217	0.9918633496383169	0.9948423346204422	0.986472098890467	0.9844409453398887	0.9890110369903523	0.9899215760451164	0.9923397772226767	0.9918999473220301	0.992388760663304	0.9908518946300588	0.9796170500666538	0.9887748192097737	0.9956596139248691	0.9943283334080669	0.9828370270472918	0.9882138308905081	0.9930482874240592	0.9947387363169471	0.987223553604521	0.9919943783206294	0.9906277305411729	0.9916379230187689	0.9922349853837679	0.9844655032770293	0.9960630715675528	0.9898411653583485	0.9924121605270085	0.9895420391405118	0.985562860389182	0.9955339354161702	0.9902313414749336	0.989666117020742	0.004866204506660631	499
0.002404489517211914	0.0004063188724557402	0.001592259407043457	0.00027419635934884136	10	1	distance	6	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 6}	0.9902635568230828	0.9902396879447513	0.9899133952599272	0.9877679215418455	0.9924658940261202	0.9911221508309784	0.9951292765948163	0.9933426987506476	0.980325730488853	0.9855963811156636	0.9789137762311493	0.9935553919846486	0.974015750953429	0.9923745460591957	0.9936350342705986	0.9800343870622552	0.9871269026197008	0.9905251230985151	0.9915934571477488	0.9917186251908725	0.9948423346204422	0.986472098890467	0.984313520461855	0.9892356853512038	0.9893701268601116	0.9923132444479161	0.9918999473220301	0.9921433084529787	0.9899332423177484	0.9775643479393618	0.9887748192097737	0.9949058283346285	0.9943068802754129	0.9814011374878292	0.9876611023062317	0.9930482874240592	0.9935331972580039	0.987223553604521	0.9918506498101027	0.9898592214918019	0.9920630151417891	0.9920442723629155	0.9833024491756225	0.995843757624699	0.9897884196108603	0.9924121605270085	0.9893131658496445	0.985562860389182	0.9953919325748706	0.9894511414445938	0.9893097079312492	0.004897019480289983	541
0.00236051082611084	0.0003122326553266812	0.0016715240478515625	0.0003491162517508192	10	1	distance	7	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 7}	0.990027642203788	0.9899064829028502	0.9899133952599272	0.9877679215418455	0.9927583812659685	0.992667226152289	0.9949717500088979	0.9941956951910345	0.9808144033103945	0.9843323164266696	0.9811137016615269	0.9935553919846486	0.9736539725636306	0.9924812519903542	0.9931505309782276	0.9800343870622552	0.9873234055134024	0.9922436047055939	0.991093548803521	0.9917081871374037	0.9947698970175523	0.986472098890467	0.9845958834632852	0.9906553108317954	0.9895244910236187	0.9944822958430718	0.9918181851909769	0.991388071417232	0.9907505988696922	0.9802920190714828	0.9881290718311329	0.9947668458793905	0.9942809577969538	0.9817689504577627	0.9876034264115778	0.9928619446522235	0.9935172298606871	0.9894003587339433	0.9893467369498962	0.9902093694282429	0.9920630151417891	0.9916731490921769	0.9823137960829752	0.995843757624699	0.9897884196108603	0.9934233600828841	0.9896668782650101	0.9852912813720942	0.9952312196892401	0.9911274727344578	0.9895353857996281	0.004787165683756629	517
0.0026672840118408202	0.0009814994704715192	0.0017663860321044922	0.0001787101225552647	10	1	distance	8	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 8}	0.9901975007881766	0.9898535458723375	0.9899133952599272	0.9876146734987497	0.9935996952408511	0.992667226152289	0.9950505131966967	0.9941051392055436	0.9833234960975739	0.982032943635015	0.9815344653143889	0.9935762125344603	0.9818836005871582	0.9926464740088321	0.9925401814935628	0.979397234418763	0.9853270096784766	0.9919439355952805	0.9935296725193964	0.9917081871374037	0.9961423991193711	0.9867269441827797	0.9836765242779104	0.9907015618759536	0.9895244910236187	0.9939881238831224	0.9943572007361441	0.9892289811784999	0.9921189721888716	0.9802806433053841	0.9859017622338387	0.9946404974010424	0.9938948022275501	0.9836190919766601	0.9880475312202771	0.9928619443560398	0.9899056016044604	0.9892815826114969	0.9893467369498962	0.9918260681835932	0.9920778332700789	0.9924874194887399	0.982442238788194	0.9956996609583539	0.989770837620509	0.9935528365221693	0.990181844682475	0.9852777024730393	0.9952123123700396	0.9897947773710969	0.9897002805263216	0.004439293276251332	487
0.0025099992752075197	0.0002436974405632035	0.001771855354309082	0.00019138109434344066	10	1	distance	9	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 9}	0.9900771836843774	0.9915414250480051	0.9899133952599272	0.9881836015435335	0.992468357789419	0.9921728403963482	0.9950505131966967	0.9941051392055436	0.9845739656709325	0.982032943635015	0.9816481528088029	0.9939609746092899	0.9815954972649862	0.992574189155536	0.9918134260049365	0.9856463537323732	0.9853270096784766	0.9918134281091762	0.9935296725193964	0.9911052021977435	0.996178999192484	0.9880509319945706	0.9836214988366951	0.9907015618759536	0.9895244910236186	0.9938587766272498	0.9947079851916654	0.9892289811784999	0.9922036763699752	0.9802806433053841	0.985916726121882	0.9946404974010424	0.9938948022275501	0.9870093787924793	0.9879033407960915	0.9930110188223028	0.9897309578810464	0.9893364024608572	0.9893467369498962	0.9918544889310271	0.9918639816538906	0.9924874194887399	0.9834285376559759	0.9896768411577254	0.9891261657587894	0.9935528365221693	0.990181844682475	0.9848010797337025	0.9951122603391205	0.9897947773710969	0.9898032182370895	0.00398418545454389	475
0.0023934125900268556	0.00029769077164007316	0.001699686050415039	0.00021252661562277234	10	1	distance	10	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 1, 'estimator__weights': 'distance', 'preprocessing_1__k': 10}	0.9900524126516013	0.9915414250480051	0.9899133952599272	0.9877727085048211	0.9923681974983772	0.9921728403963482	0.9950505131966967	0.9937866020784215	0.9845739656709325	0.9818514588430113	0.9860773054202444	0.993881099042148	0.9816119917122244	0.992158839626865	0.9909011362745712	0.9851168678317634	0.9853625472508017	0.992987990088128	0.993583258356948	0.9911052021977435	0.9958316044576683	0.9880856145151291	0.9836374270085914	0.9928829986378171	0.9902638194162144	0.9938587766272498	0.9944125872364911	0.9889091155436854	0.9922656764420723	0.9802401959301024	0.985916726121882	0.9946096124534323	0.9940422926338932	0.9870130692695025	0.9877890371901931	0.9928879193351666	0.9897419354774086	0.9890189042810082	0.9893467369498962	0.992717355850653	0.9912406993613704	0.9922396794920896	0.9836229696581165	0.989616921753877	0.9890886576546708	0.9935647043140344	0.9897253981811913	0.9844724686879098	0.9947388393236042	0.9898074704338875	0.9898691794237677	0.0038701030113218516	457
0.0024338054656982424	0.0003447345826190145	0.0015129899978637694	0.0002504301879226937	10	2	uniform	1	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 2, 'estimator__weights': 'uniform', 'preprocessing_1__k': 1}	0.9742538024745155	0.9848126449484381	0.975513085385561	0.9713536613326025	0.9837567977140328	0.9707977039257176	0.9823170590995113	0.9748271663988928	0.9633055993506664	0.9708173930169044	0.9636092152787036	0.9799841540372727	0.9691297940198418	0.9821382430314478	0.9794739807764516	0.9562248472393576	0.9767576735973638	0.9802834683959789	0.9795864934289613	0.9840042740521795	0.9849899824358388	0.9692214221142604	0.9569639004448797	0.9754871485914444	0.9812631698953713	0.9762023185193887	0.9848335192274998	0.9815135951287651	0.9894610450705896	0.9590482965850434	0.9741666600786	0.9806578266459711	0.9841961912869344	0.9743825278559137	0.97068968900923	0.9826017817408056	0.9753982035568081	0.9746769533322813	0.9838163601239222	0.9747182201698418	0.9786368725457484	0.977162625967609	0.9723571166728918	0.9851000400133771	0.9786168663885607	0.9857385432847103	0.9702883504013764	0.9721421000235619	0.9811853336668894	0.9808482889056062	0.9763862401437624	0.007475901093844851	706
0.0022593450546264647	0.00032727939155885894	0.0014203405380249024	0.00020708410631038474	10	2	uniform	2	{'estimator__leaf_size': 10, 'estimator__n_neighbors': 2, 'estimator__weights': 'uniform', 'preprocessing_1__k': 2}	0.9902098856402928	0.9900794534813683	0.9846140856394989	0.9838935150852892	0.9882930327397067	0.99074483142025	0.9938905364783277	0.9884920959211924	0.9801832621384267	0.976950819748166	0.9868244530267803	0.9910616932711924	0.9696166575768506	0.9919356762988257	0.9922849668866658	0.988551888387831	0.9877287065565692	0.9883959435881575	0.9871334422148107	0.9929310192267581	0.9929299824102625	0.9878530117581533	0.9763843202465057	0.9876351331113556	0.9869916933480151	0.9935417407772059	0.9921371482121826	0.9877656835101509	0.9900345478423653	0.9807129207596691	0.9832856810172603	0.9911673937135731	0.994172331730774	0.979386461674364	0.9882622049835338	0.9902125869969095	0.988288641973768	0.9879741852728681	0.9867151415631815	0.9892206962792062	0.9899970565592501	0.9900392656977214	0.9818056074645162	0.9858649471510208	0.9944320968897503	0.9916152706172052	0.9877285766517225	0.9869370490061259	0.9944451641697918	0.9863640590343968	0.9877543313149953	0.004975170974010502	634
